Dataset ID,XAI Method,Fidelity,Simplicity,Stability,Localization,source
img_033,LIME_Image,0.7562,91.4,0.5299,0.6665,Estimated
img_033,SHAP_Image,0.8411,70.47,0.8054,0.6872,Estimated
img_033,Saliency_Maps,0.7013,82.01,0.6406,0.5024,Estimated
img_033,Guided_Backprop,0.5563,68.42,0.52,0.5539,Estimated
img_033,Guided_GradCAM,0.8048,76.75,0.8199,0.8498,Estimated
img_033,ScoreCAM,0.7998,78.94,0.7332,0.7326,Estimated
img_033,LayerCAM,0.8155,66.59,0.7918,0.7028,Estimated
img_033,Attention_Maps,0.7612,77.31,0.6905,0.7064,Estimated
img_034,GradCAM,0.828,84.95,0.7872,0.8535,Estimated
img_034,GradCAM_pp,0.7921,74.36,0.7404,0.7286,Estimated
img_034,Integrated_Gradients,0.911,77.1,0.8656,0.6785,Estimated
img_034,SmoothGrad,0.7748,61.25,0.8006,0.6234,Estimated
img_034,LIME_Image,0.7562,91.4,0.5299,0.6665,Estimated
img_034,SHAP_Image,0.8411,70.47,0.8054,0.6872,Estimated
img_034,Saliency_Maps,0.7013,82.01,0.6406,0.5024,Estimated
img_034,Guided_Backprop,0.5563,68.42,0.52,0.5539,Estimated
img_034,Guided_GradCAM,0.8048,76.75,0.8199,0.8498,Estimated
img_034,ScoreCAM,0.7998,78.94,0.7332,0.7326,Estimated
img_034,LayerCAM,0.8155,66.59,0.7918,0.7028,Estimated
img_034,Attention_Maps,0.7612,77.31,0.6905,0.7064,Estimated
img_035,GradCAM,0.828,84.95,0.7872,0.8535,Estimated
img_035,GradCAM_pp,0.7921,74.36,0.7404,0.7286,Estimated
img_035,Integrated_Gradients,0.911,77.1,0.8656,0.6785,Estimated
img_035,SmoothGrad,0.7748,61.25,0.8006,0.6234,Estimated
img_035,LIME_Image,0.7562,91.4,0.5299,0.6665,Estimated
img_035,SHAP_Image,0.8411,70.47,0.8054,0.6872,Estimated
img_035,Saliency_Maps,0.7013,82.01,0.6406,0.5024,Estimated
img_035,Guided_Backprop,0.5563,68.42,0.52,0.5539,Estimated
img_035,Guided_GradCAM,0.8048,76.75,0.8199,0.8498,Estimated
img_035,ScoreCAM,0.7998,78.94,0.7332,0.7326,Estimated
img_035,LayerCAM,0.8155,66.59,0.7918,0.7028,Estimated
img_035,Attention_Maps,0.7612,77.31,0.6905,0.7064,Estimated
img_036,GradCAM,0.8094,84.52,0.8399,0.7405,Estimated
img_036,GradCAM_pp,0.8894,61.31,0.8761,0.8313,Estimated
img_036,Integrated_Gradients,0.9096,65.9,0.8356,0.631,Estimated
img_036,SmoothGrad,0.7465,66.33,0.7084,0.5199,Estimated
img_036,LIME_Image,0.7445,83.03,0.6213,0.5622,Estimated
img_036,SHAP_Image,0.886,65.31,0.8599,0.7631,Estimated
img_036,Saliency_Maps,0.6875,73.5,0.5961,0.4655,Estimated
img_036,Guided_Backprop,0.6622,70.31,0.524,0.4865,Estimated
img_036,Guided_GradCAM,0.723,69.0,0.7271,0.8165,Estimated
img_036,ScoreCAM,0.7467,70.84,0.7647,0.6263,Estimated
img_036,LayerCAM,0.8372,62.3,0.8052,0.745,Estimated
img_036,Attention_Maps,0.8199,81.58,0.7108,0.6672,Estimated
img_037,GradCAM,0.8094,84.52,0.8399,0.7405,Estimated
img_037,GradCAM_pp,0.8894,61.31,0.8761,0.8313,Estimated
img_037,Integrated_Gradients,0.9096,65.9,0.8356,0.631,Estimated
img_037,SmoothGrad,0.7465,66.33,0.7084,0.5199,Estimated
img_037,LIME_Image,0.7445,83.03,0.6213,0.5622,Estimated
img_037,SHAP_Image,0.886,65.31,0.8599,0.7631,Estimated
img_037,Saliency_Maps,0.6875,73.5,0.5961,0.4655,Estimated
img_037,Guided_Backprop,0.6622,70.31,0.524,0.4865,Estimated
img_037,Guided_GradCAM,0.723,69.0,0.7271,0.8165,Estimated
img_037,ScoreCAM,0.7467,70.84,0.7647,0.6263,Estimated
img_037,LayerCAM,0.8372,62.3,0.8052,0.745,Estimated
img_037,Attention_Maps,0.8199,81.58,0.7108,0.6672,Estimated
img_038,GradCAM,0.8094,84.52,0.8399,0.7405,Estimated
img_038,GradCAM_pp,0.8894,61.31,0.8761,0.8313,Estimated
img_038,Integrated_Gradients,0.9096,65.9,0.8356,0.631,Estimated
img_038,SmoothGrad,0.7465,66.33,0.7084,0.5199,Estimated
img_038,LIME_Image,0.7445,83.03,0.6213,0.5622,Estimated
img_038,SHAP_Image,0.886,65.31,0.8599,0.7631,Estimated
img_038,Saliency_Maps,0.6875,73.5,0.5961,0.4655,Estimated
img_038,Guided_Backprop,0.6622,70.31,0.524,0.4865,Estimated
img_038,Guided_GradCAM,0.723,69.0,0.7271,0.8165,Estimated
img_038,ScoreCAM,0.7467,70.84,0.7647,0.6263,Estimated
img_038,LayerCAM,0.8372,62.3,0.8052,0.745,Estimated
img_038,Attention_Maps,0.8199,81.58,0.7108,0.6672,Estimated
img_039,GradCAM,0.8094,84.52,0.8399,0.7405,Estimated
img_039,GradCAM_pp,0.8894,61.31,0.8761,0.8313,Estimated
img_039,Integrated_Gradients,0.9096,65.9,0.8356,0.631,Estimated
img_039,SmoothGrad,0.7465,66.33,0.7084,0.5199,Estimated
img_039,LIME_Image,0.7445,83.03,0.6213,0.5622,Estimated
img_039,SHAP_Image,0.886,65.31,0.8599,0.7631,Estimated
img_039,Saliency_Maps,0.6875,73.5,0.5961,0.4655,Estimated
img_039,Guided_Backprop,0.6622,70.31,0.524,0.4865,Estimated
img_039,Guided_GradCAM,0.723,69.0,0.7271,0.8165,Estimated
img_039,ScoreCAM,0.7467,70.84,0.7647,0.6263,Estimated
img_039,LayerCAM,0.8372,62.3,0.8052,0.745,Estimated
img_039,Attention_Maps,0.8199,81.58,0.7108,0.6672,Estimated
img_040,GradCAM,0.8094,84.52,0.8399,0.7405,Estimated
img_040,GradCAM_pp,0.8894,61.31,0.8761,0.8313,Estimated
img_040,Integrated_Gradients,0.9096,65.9,0.8356,0.631,Estimated
img_040,SmoothGrad,0.7465,66.33,0.7084,0.5199,Estimated
img_040,LIME_Image,0.7445,83.03,0.6213,0.5622,Estimated
img_040,SHAP_Image,0.886,65.31,0.8599,0.7631,Estimated
img_040,Saliency_Maps,0.6875,73.5,0.5961,0.4655,Estimated
img_040,Guided_Backprop,0.6622,70.31,0.524,0.4865,Estimated
img_040,Guided_GradCAM,0.723,69.0,0.7271,0.8165,Estimated
img_040,ScoreCAM,0.7467,70.84,0.7647,0.6263,Estimated
img_040,LayerCAM,0.8372,62.3,0.8052,0.745,Estimated
img_040,Attention_Maps,0.8199,81.58,0.7108,0.6672,Estimated
img_041,GradCAM,0.8094,84.52,0.8399,0.7405,Estimated
img_041,GradCAM_pp,0.8894,61.31,0.8761,0.8313,Estimated
img_041,Integrated_Gradients,0.9096,65.9,0.8356,0.631,Estimated
img_041,SmoothGrad,0.7465,66.33,0.7084,0.5199,Estimated
img_041,LIME_Image,0.7445,83.03,0.6213,0.5622,Estimated
img_041,SHAP_Image,0.886,65.31,0.8599,0.7631,Estimated
img_041,Saliency_Maps,0.6875,73.5,0.5961,0.4655,Estimated
img_041,Guided_Backprop,0.6622,70.31,0.524,0.4865,Estimated
img_041,Guided_GradCAM,0.723,69.0,0.7271,0.8165,Estimated
img_041,ScoreCAM,0.7467,70.84,0.7647,0.6263,Estimated
img_041,LayerCAM,0.8372,62.3,0.8052,0.745,Estimated
img_041,Attention_Maps,0.8199,81.58,0.7108,0.6672,Estimated
img_042,GradCAM,0.8094,84.52,0.8399,0.7405,Estimated
img_042,GradCAM_pp,0.8894,61.31,0.8761,0.8313,Estimated
img_042,Integrated_Gradients,0.9096,65.9,0.8356,0.631,Estimated
img_042,SmoothGrad,0.7465,66.33,0.7084,0.5199,Estimated
img_042,LIME_Image,0.7445,83.03,0.6213,0.5622,Estimated
img_042,SHAP_Image,0.886,65.31,0.8599,0.7631,Estimated
img_042,Saliency_Maps,0.6875,73.5,0.5961,0.4655,Estimated
img_042,Guided_Backprop,0.6622,70.31,0.524,0.4865,Estimated
img_042,Guided_GradCAM,0.723,69.0,0.7271,0.8165,Estimated
img_042,ScoreCAM,0.7467,70.84,0.7647,0.6263,Estimated
img_042,LayerCAM,0.8372,62.3,0.8052,0.745,Estimated
img_042,Attention_Maps,0.8199,81.58,0.7108,0.6672,Estimated
img_043,GradCAM,0.8094,84.52,0.8399,0.7405,Estimated
img_043,GradCAM_pp,0.8894,61.31,0.8761,0.8313,Estimated
img_043,Integrated_Gradients,0.9096,65.9,0.8356,0.631,Estimated
img_043,SmoothGrad,0.7465,66.33,0.7084,0.5199,Estimated
img_043,LIME_Image,0.7445,83.03,0.6213,0.5622,Estimated
img_043,SHAP_Image,0.886,65.31,0.8599,0.7631,Estimated
img_043,Saliency_Maps,0.6875,73.5,0.5961,0.4655,Estimated
img_043,Guided_Backprop,0.6622,70.31,0.524,0.4865,Estimated
img_043,Guided_GradCAM,0.723,69.0,0.7271,0.8165,Estimated
img_043,ScoreCAM,0.7467,70.84,0.7647,0.6263,Estimated
img_043,LayerCAM,0.8372,62.3,0.8052,0.745,Estimated
img_043,Attention_Maps,0.8199,81.58,0.7108,0.6672,Estimated
img_044,GradCAM,0.8094,84.52,0.8399,0.7405,Estimated
img_044,GradCAM_pp,0.8894,61.31,0.8761,0.8313,Estimated
img_044,Integrated_Gradients,0.9096,65.9,0.8356,0.631,Estimated
img_044,SmoothGrad,0.7465,66.33,0.7084,0.5199,Estimated
img_044,LIME_Image,0.7445,83.03,0.6213,0.5622,Estimated
img_044,SHAP_Image,0.886,65.31,0.8599,0.7631,Estimated
img_044,Saliency_Maps,0.6875,73.5,0.5961,0.4655,Estimated
img_044,Guided_Backprop,0.6622,70.31,0.524,0.4865,Estimated
img_044,Guided_GradCAM,0.723,69.0,0.7271,0.8165,Estimated
img_044,ScoreCAM,0.7467,70.84,0.7647,0.6263,Estimated
img_044,LayerCAM,0.8372,62.3,0.8052,0.745,Estimated
img_044,Attention_Maps,0.8199,81.58,0.7108,0.6672,Estimated
img_045,GradCAM,0.8094,84.52,0.8399,0.7405,Estimated
img_045,GradCAM_pp,0.8894,61.31,0.8761,0.8313,Estimated
img_045,Integrated_Gradients,0.9096,65.9,0.8356,0.631,Estimated
img_045,SmoothGrad,0.7465,66.33,0.7084,0.5199,Estimated
img_045,LIME_Image,0.7445,83.03,0.6213,0.5622,Estimated
img_045,SHAP_Image,0.886,65.31,0.8599,0.7631,Estimated
img_045,Saliency_Maps,0.6875,73.5,0.5961,0.4655,Estimated
img_045,Guided_Backprop,0.6622,70.31,0.524,0.4865,Estimated
img_045,Guided_GradCAM,0.723,69.0,0.7271,0.8165,Estimated
img_045,ScoreCAM,0.7467,70.84,0.7647,0.6263,Estimated
img_045,LayerCAM,0.8372,62.3,0.8052,0.745,Estimated
img_045,Attention_Maps,0.8199,81.58,0.7108,0.6672,Estimated
img_046,GradCAM,0.8094,84.52,0.8399,0.7405,Estimated
img_046,GradCAM_pp,0.8894,61.31,0.8761,0.8313,Estimated
img_046,Integrated_Gradients,0.9096,65.9,0.8356,0.631,Estimated
img_046,SmoothGrad,0.7465,66.33,0.7084,0.5199,Estimated
img_046,LIME_Image,0.7445,83.03,0.6213,0.5622,Estimated
img_046,SHAP_Image,0.886,65.31,0.8599,0.7631,Estimated
img_046,Saliency_Maps,0.6875,73.5,0.5961,0.4655,Estimated
img_046,Guided_Backprop,0.6622,70.31,0.524,0.4865,Estimated
img_046,Guided_GradCAM,0.723,69.0,0.7271,0.8165,Estimated
img_046,ScoreCAM,0.7467,70.84,0.7647,0.6263,Estimated
img_046,LayerCAM,0.8372,62.3,0.8052,0.745,Estimated
img_046,Attention_Maps,0.8199,81.58,0.7108,0.6672,Estimated
img_047,GradCAM,0.8094,84.52,0.8399,0.7405,Estimated
img_047,GradCAM_pp,0.8894,61.31,0.8761,0.8313,Estimated
img_047,Integrated_Gradients,0.9096,65.9,0.8356,0.631,Estimated
img_047,SmoothGrad,0.7465,66.33,0.7084,0.5199,Estimated
img_047,LIME_Image,0.7445,83.03,0.6213,0.5622,Estimated
img_047,SHAP_Image,0.886,65.31,0.8599,0.7631,Estimated
img_047,Saliency_Maps,0.6875,73.5,0.5961,0.4655,Estimated
img_047,Guided_Backprop,0.6622,70.31,0.524,0.4865,Estimated
img_047,Guided_GradCAM,0.723,69.0,0.7271,0.8165,Estimated
img_047,ScoreCAM,0.7467,70.84,0.7647,0.6263,Estimated
img_047,LayerCAM,0.8372,62.3,0.8052,0.745,Estimated
img_047,Attention_Maps,0.8199,81.58,0.7108,0.6672,Estimated
img_048,GradCAM,0.8094,84.52,0.8399,0.7405,Estimated
img_048,GradCAM_pp,0.8894,61.31,0.8761,0.8313,Estimated
img_048,Integrated_Gradients,0.9096,65.9,0.8356,0.631,Estimated
img_048,SmoothGrad,0.7465,66.33,0.7084,0.5199,Estimated
img_048,LIME_Image,0.7445,83.03,0.6213,0.5622,Estimated
img_048,SHAP_Image,0.886,65.31,0.8599,0.7631,Estimated
img_048,Saliency_Maps,0.6875,73.5,0.5961,0.4655,Estimated
img_048,Guided_Backprop,0.6622,70.31,0.524,0.4865,Estimated
img_048,Guided_GradCAM,0.723,69.0,0.7271,0.8165,Estimated
img_048,ScoreCAM,0.7467,70.84,0.7647,0.6263,Estimated
img_048,LayerCAM,0.8372,62.3,0.8052,0.745,Estimated
img_048,Attention_Maps,0.8199,81.58,0.7108,0.6672,Estimated
img_049,GradCAM,0.8094,84.52,0.8399,0.7405,Estimated
img_049,GradCAM_pp,0.8894,61.31,0.8761,0.8313,Estimated
img_049,Integrated_Gradients,0.9096,65.9,0.8356,0.631,Estimated
img_049,SmoothGrad,0.7465,66.33,0.7084,0.5199,Estimated
img_049,LIME_Image,0.7445,83.03,0.6213,0.5622,Estimated
img_049,SHAP_Image,0.886,65.31,0.8599,0.7631,Estimated
img_049,Saliency_Maps,0.6875,73.5,0.5961,0.4655,Estimated
img_049,Guided_Backprop,0.6622,70.31,0.524,0.4865,Estimated
img_049,Guided_GradCAM,0.723,69.0,0.7271,0.8165,Estimated
img_049,ScoreCAM,0.7467,70.84,0.7647,0.6263,Estimated
img_049,LayerCAM,0.8372,62.3,0.8052,0.745,Estimated
img_049,Attention_Maps,0.8199,81.58,0.7108,0.6672,Estimated
img_050,GradCAM,0.8094,84.52,0.8399,0.7405,Estimated
img_050,GradCAM_pp,0.8894,61.31,0.8761,0.8313,Estimated
img_050,Integrated_Gradients,0.9096,65.9,0.8356,0.631,Estimated
img_050,SmoothGrad,0.7465,66.33,0.7084,0.5199,Estimated
img_050,LIME_Image,0.7445,83.03,0.6213,0.5622,Estimated
img_050,SHAP_Image,0.886,65.31,0.8599,0.7631,Estimated
img_050,Saliency_Maps,0.6875,73.5,0.5961,0.4655,Estimated
img_050,Guided_Backprop,0.6622,70.31,0.524,0.4865,Estimated
img_050,Guided_GradCAM,0.723,69.0,0.7271,0.8165,Estimated
img_050,ScoreCAM,0.7467,70.84,0.7647,0.6263,Estimated
img_050,LayerCAM,0.8372,62.3,0.8052,0.745,Estimated
img_050,Attention_Maps,0.8199,81.58,0.7108,0.6672,Estimated
